% Model:              wentai_test_m15.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jan 3 2022, 17:15
% Dimension:          3
% Nodes:              22177
% Expressions:        4
% Description:        表面
% X                       Y                        Z                        Color                    DeformX                  DeformY                  DeformZ
-0.04851473881663425      -0.06529392956856216     0.010108330297943599     1.3297690757440077E11    0.15411138173320563      -0.7114503577734331      -0.14225248479883698
-0.048514721764346014     -0.06353093245825568     0.010108366803403778     2.0517225858711942E11    0.12798284815469368      -0.7102812213221174      -0.1173064061004238
-0.0487596548365826       -0.06529260895154608     0.009293285712236105     1.1444012796165375E11    0.1519273569074484       -0.7008616785519901      -0.14151804470024984
-0.04875965131906641      -0.06353012398785107     0.009293312779510773     1.833640643380284E11     0.1260468223061868       -0.699950370448074       -0.11666290307352437
-0.04851471445622633      -0.061767935347949186    0.010108382448604845     2.6077275645487677E11    0.10170275294367774      -0.7091159579707211      -0.09466517400222724
-0.04875965754571876      -0.061767639024156044    0.009293318986526324     2.2475058623524152E11    0.1000147260724212       -0.699042935444077       -0.09411260804701548
-0.04851471689227521      -0.060004938237642705    0.0101083772335468       3.20047891463467E11      0.07527109610015786      -0.7079545677192446      -0.0743287885042473
-0.04875457941268432      -0.0652923126277529      0.008479800673698218     1.0859524632042636E11    0.14996763095278526      -0.6868313774808126      -0.14122939334558712
-0.04875458942994017      -0.06353033981066938     0.008479818302787373     1.685849216109135E11     0.124335095328774        -0.6861778977242958      -0.11646518879054932
-0.0484995125449394       -0.06529304059718265     0.007667875182329935     1.2320475689813611E11    0.14823220386921623      -0.6693594545599006      -0.14138653073484878
-0.048499512669747995     -0.05999515833337221     0.007667875434681681     2.991966037632319E11     0.07166006355316935      -0.6689309925511299      -0.07382604879968734
-0.04849951262814513      -0.061761119087975706    0.007667875350564432     2.3409614570817493E11    0.09704369413223927      -0.6689099542016952      -0.09389799830534669
-0.04875458945849632      -0.05999841830146241     0.008479818490634556     2.7783255448039276E11    0.07274402542278613      -0.6854950571761129      -0.07380035618317982
-0.048754589444218246     -0.06176437905606591     0.008479818396710965     2.1071971869918973E11    0.09846935227930723      -0.6857545479406919      -0.09390866691716734
-0.04849951258654226      -0.06352707984257917     0.007667875266447183     1.819843680757753E11     0.12256774090425489      -0.6690527748712853      -0.1164181589504005
-0.04875965753267205      -0.060001678269552564    0.009293319090256262     2.808844174292909E11     0.07394770293844896      -0.6985029155654845      -0.0739679360846998
-0.04851471689227521      -0.05725706781259607     0.0101083772335468       3.386819105520949E11     0.034060386369149445     -0.7065390005577123      -0.046649400223574014
-0.048759657532672064     -0.057253807844505934    0.009293319090256238     2.901637920663685E11     0.03348694450928046      -0.6975174236899659      -0.04652484908338249
-0.048514716892275205     -0.054509197387549405    0.0101083772335468       3.5008052141021045E11    -0.007152084950814329    -0.7056917833615188      -0.020419138585261714
-0.04875965753267205      -0.05450593741945927     0.00929331909025621      2.967264022952323E11     -0.006975575508843415    -0.6971002817797862      -0.020530888724426155
-0.048514716892275205     -0.05176132696250277     0.0101083772335468       3.6374101767429047E11    -0.04836631785973347     -0.7054129161306645      0.004361996410689587
-0.048754589458496325     -0.05725054787641576     0.008479818490634504     2.915309651671896E11     0.033033218295457537     -0.6849396405866081      -0.04659357046121847
-0.048499512669748        -0.0517216157071306      0.00766787543468168      3.789217144158151E11     -0.045843824412078286    -0.668930499945848       0.00502454783433402
-0.048499512669748        -0.054479463249211144    0.007667875434681681     3.4267094636002686E11    -0.006744086786666388    -0.6687538402872352      -0.02014245363693559
-0.048754589458496325     -0.051734852792254676    0.00847981849063452      3.0630109900635956E11    -0.0466596853572427      -0.6846822576112503      0.004465185374529392
-0.048754589458496325     -0.05449270033433522     0.00847981849063451      2.994387893001023E11     -0.006847346045727915    -0.6847225371687425      -0.020505927173309114
-0.048499512669748        -0.05723731079129168     0.00766787543468168      3.259583607701824E11     0.03242387586841615      -0.6687540044889957      -0.04642598584827603
-0.04875965753267206      -0.05174808987737872     0.009293319090256226     3.0622035763842065E11    -0.047500516506461095    -0.696843063006189       0.004244334899981246
-0.048499512669748        -0.04344538320562743     0.007667875434681681     1.9578408341939645E11    -0.16319349456952148     -0.6672258199782658      0.0956881218061947
-0.048499512669748        -0.046204127372795153    0.007667875434681681     2.6588451017430725E11    -0.12395451953252909     -0.6676132623361367      0.061594611686639766
-0.048754589458496304     -0.04346860144873633     0.008479818490632321     1.7482696784961343E11    -0.16553736255591017     -0.6844924974744926      0.09483372643156668
-0.048754589458496325     -0.04622734561590407     0.008479818490632353     2.2849023797617578E11    -0.1258134065094896      -0.684403489981619       0.06077197846612016
-0.048499512669748        -0.04896287153996288     0.00766787543468168      3.21066400461956E11      -0.08483796281338134     -0.6681814889919976      0.03137342036268621
-0.04875458945849631      -0.04898608978307179     0.00847981849063238      2.6887433260459906E11    -0.08621186878091369     -0.6844952667867352      0.030582549296274977
-0.048759657532672036     -0.043491819691845235    0.009293319090254028     1.7310484526701996E11    -0.16810317528891872     -0.698163007930946       0.09469571493433501
-0.048759657532672064     -0.04625056385901299     0.00929331909025409      2.287234317911054E11     -0.12789423823307        -0.6975975505873279      0.06066572912299685
-0.048514716892275205     -0.04351503793495414     0.0101083772335468       2.1073732222955014E11    -0.17089093276854717     -0.7082373513476262      0.09527408731449961
-0.048514716892275205     -0.0490125639533199      0.0101083772335468       3.131334624282147E11     -0.08947643409849326     -0.7060433897340277      0.031197961437821525
-0.048759657532672064     -0.04899932686819586     0.009293319090255159     2.6214473949647037E11    -0.08783166633767649     -0.6970648043956132      0.030720999374420018
-0.0485147168922752       -0.04626380094413702     0.0101083772335468       2.6620115425389938E11    -0.13031797240143117     -0.7069848681396818      0.061501991739091544
-0.048499512669738        -0.0381431649117068      0.00766787543467168      7.82530158608466E10      -0.23901025517705762     -0.6671601540575454      0.17944149199060325
-0.04849951266974134      -0.039910571009680346    0.007667875434675014     7.392142656198395E10     -0.21355042746949715     -0.666960794793497       0.1491238094260554
-0.04875458338242887      -0.03819984180662221     0.008478867716049884     5.924901836114402E10     -0.24086111858222944     -0.6851126308711275      0.17825542830240332
-0.048754586420463146     -0.03995200176076689     0.008479343103340566     6.090105331876856E10     -0.21574274517219888     -0.6848117784432041      0.14797176658023994
-0.04849951266974467      -0.041677977107653884    0.0076678754346783465    1.2665783621817084E11    -0.18827817393365176     -0.6669826834337371      0.12120601936458583
-0.04875458945849741      -0.04170416171491155     0.008479818490631246     1.1739858542288042E11    -0.19081194593388334     -0.684732173919569       0.12008799736115493
-0.0487596514566046       -0.03822602641387987     0.009292368315671588     4.636309205082114E10     -0.24354829771496717     -0.699677591769809       0.17832962330387298
-0.04875965753266982      -0.03996294022419568     0.00929331909024962      6.400296383983203E10     -0.21877137860246643     -0.6992752461780104      0.14807998242409415
-0.048514716892265206     -0.0382217187334798      0.0101083772335368       6.349890352527067E10     -0.24707179257527076     -0.7108550367535901      0.17966407699501222
-0.04851471689227187      -0.04175059820112936     0.010108377233543466     1.3330501931182324E11    -0.19660183897933906     -0.7092483801176449      0.12092100863470381
-0.048759657532670926     -0.04172737995802046     0.009293319090251825     1.100100046802673E11     -0.1935959200833013      -0.6987883605384936      0.12014631105923121
-0.048514716892268536     -0.03998615846730458     0.01010837723354013      8.141150847601242E10     -0.22199545891491357     -0.7101209419196327      0.14905100519487466
-0.02194908778754411      -0.0603934520802086      0.060095426615922515     7.772239693813369E11     0.24728258750424215      -1.4914881382881915      -0.13916188418101014
-0.021216005879843233     -0.0622920453783423      0.06134316011669001      6.380208593234188E11     0.33899306566314513      -1.500804320997752       -0.1794255115277424
-0.021216005879840554     -0.059833628181012344    0.06134316011669157      7.317952558481632E11     0.22568979954604107      -1.5029920621384252      -0.1306057255272052
-0.020480304092791092     -0.061732221479146046    0.06258927235034163      6.033359084190817E11     0.3186461487738238       -1.5104815953771893      -0.17080804570296523
-0.02048030409279076      -0.064190638676476       0.06258927235033918      5.059839442541674E11     0.43114873315629315      -1.5083841565780234      -0.2231739506013071
-0.019741982426390033     -0.06363081477727973     0.06383376331687333      4.5263830971301746E11    0.4120476873358515       -1.5162347814866646      -0.21449517760555778
-0.019741982426386702     -0.0660892319746097      0.06383376331687         2.959243606251148E11     0.5237495899836863       -1.5142276450290062      -0.2704072014017043
-0.020480304092791418     -0.059273804281816084    0.06258927235034405      7.039014688177549E11     0.20267484829413687      -1.512924553393747       -0.12164256067216482
-0.01974198242639337      -0.061172397579949786    0.06383376331687668      5.54959328897292E11      0.2968770685907993       -1.5185874371617154      -0.16178357367695262
-0.0197419824263967       -0.05871398038261981     0.06383376331688         6.475681923875925E11     0.17823773374852953      -1.5212856120541576      -0.11227238961588895
-0.022090253392744327     -0.05853929740075689     0.05985445729791768      8.145183837340057E11     0.1618688057001046       -1.490509585891438       -0.1038066361762831
-0.021357677983842128     -0.057979473501560644    0.06110250223915622      7.77150802316029E11      0.13817602015210007      -1.5024276554938745      -0.09494818324382925
-0.02062248269559434      -0.057419649602364356    0.06234892591327818      7.523354765858762E11     0.11306107131039236      -1.5127742925013992      -0.08568272411013989
-0.022231321078370364     -0.056685142721305176    0.0596134281551018       8.587480639419325E11     0.07630680009321555      -1.4891719690074177      -0.0696626274950154
-0.021499252168269516     -0.056125318822108916    0.06086178453680983      8.246956924587738E11     0.05051401695540754      -1.5015041843620571      -0.06050188028391258
-0.022372290844422226     -0.05483098804185345     0.0593723391874749       9.018330531904902E11     -0.00940342931642498     -1.4874752876361312      -0.03672985813720698
-0.021499252168270165     -0.0530189564540783      0.06086178453680871      8.377772355981912E11     -0.09652798605080828     -1.5024958628922591      -0.004269064982444976
-0.020622482695594663     -0.05431328723433376     0.062348925913277634     7.654231154524589E11     -0.037164750171366556    -1.5143941757437411      -0.027443996480980993
-0.0197419824263967       -0.05560761801458921     0.06383376331687998      6.690953262270575E11     0.02482809379122752      -1.5235337000086395      -0.05202774965903874
-0.02062248269559499      -0.051206924866303155    0.06234892591327707      7.813746719869246E11     -0.18786306075744905     -1.514984787635945       0.03068841713711968
-0.0197419824263967       -0.05250125564655862     0.06383376331688         6.826257606969592E11     -0.1290540352703981      -1.5247525166129834      0.008110576286753247
-0.019741982426396697     -0.04939489327852801     0.06383376331687998      7.013748110787843E11     -0.2834086534363473      -1.5249420618671896      0.068142588221487
-0.02248663292356711      -0.062360830919639364    0.0591766222803309       7.146779723125796E11     0.33130240131801847      -1.4807090398198997      -0.17507032640513226
-0.021755514520240153     -0.06426049903834471     0.060425487055779034     5.72062439887725E11      0.4216268842912938       -1.4912297728581843      -0.21835462573491407
-0.02302275315468914      -0.06432820975907014     0.0582569524632358       6.433754230627875E11     0.410065896804673        -1.4694627545513577      -0.212980558362784
-0.0222935982557361       -0.06622895269834711     0.05950694851336455      4.3955355600297095E11    0.49900438459232077      -1.4811880379183662      -0.2592855296756154
-0.023557448480910206     -0.06629558859850092     0.057336417164637214     4.891164474885646E11     0.48357307396420574      -1.4577492824825653      -0.2528925800539655
-0.0210217762375616       -0.06616016715705005     0.061672730564108824     3.876138933144757E11     0.5123965565988142       -1.5000141587671796      -0.26512373679152834
-0.024398068742739133     -0.06343367877647235     0.05588245062065203      7.23846402678125E11      0.35595530533447495      -1.4420314414799869      -0.18820542684400926
-0.025216671741357926     -0.06637295842436115     0.05445855008047291      5.136781654987843E11     0.45951267306281957      -1.421271846771762       -0.2458644406240197
-0.026050254555248276     -0.06349583570295415     0.05300035599004049      7.363746419810747E11     0.3382328443310963       -1.403263552440147       -0.1824257064402524
-0.025235122770220594     -0.060571768954443765    0.05442636205744937      8.595638034237915E11     0.23165457720716848      -1.424724827713012       -0.13141048438359942
-0.026880271134791165     -0.06061871298154715     0.051540039880390597     8.74747199949667E11      0.2202700561017973       -1.3836664853441365      -0.12687918300603152
-0.0260686105633546       -0.0577098591324152      0.05296815147502925      9.8377899521832E11       0.11067088958228655      -1.4058294411816425      -0.08250775267273601
-0.026861952849655736     -0.06641990245146451     0.05157235768119882      5.210901562158719E11     0.43363136148051235      -1.3809560486816463      -0.23892335266213116
-0.027688498215607517     -0.0635275668306791      0.05010993604431918      7.477540137782614E11     0.3186894726467965       -1.3606573010209955      -0.17673303750455283
-0.02849329180580365      -0.06643642067981104     0.04867783996681495      5.497865545498517E11     0.40592913921728396      -1.3368018882122181      -0.23206931616829984
-0.023331761865893797     -0.0594989210976108      0.05772536633664877      8.522536559868656E11     0.1992281091098228       -1.4665879991293824      -0.1183393083121351
-0.023865627756766948     -0.06146629993704158     0.05680434121940215      7.877911141876042E11     0.2802198663857098       -1.4545433137048096      -0.15227147271130734
-0.02470493612449729      -0.05860439011501299     0.05534960795635101      9.129579357981929E11     0.15369087646917093      -1.4380351000938658      -0.09945459780937704
-0.023612066173036007     -0.05579061173870736     0.05724220012422757      9.225315354353682E11     0.03496723565751949      -1.4629865125261228      -0.05276443515275835
-0.023471962979251994     -0.05764476641815909     0.0574838131428437       8.779233020073408E11     0.1171717842850469       -1.4649667880713857      -0.08494625207071707
-0.02484417274601346      -0.05675023543556128     0.05510747088674568      9.407126342518291E11     0.07499200862375666      -1.4357712303746262      -0.06802373333126802
-0.02308484021926819      -0.052313802752662834    0.05815023316026935      9.065976494666521E11     -0.12213061200998176     -1.474333099547176       0.006960276217839534
-0.022214868526023657     -0.05050177116488769     0.059641550589873        8.458971417068467E11     -0.2103375057763315      -1.4903484727642595      0.04044797761200372
-0.021341166036256003     -0.04868973957711252     0.061130564046611185     7.896070356807434E11     -0.3027549175149387      -1.5038321954689016      0.07643236797097056
-0.023794868429390364     -0.0497966174634722      0.056926606150665006     9.135302761284818E11     -0.2284344284908695      -1.4590233687823664      0.05039244404412875
-0.02292796371905336      -0.047984585875697046    0.05841979566053851      8.396028228761497E11     -0.31772365928918567     -1.476033539960406       0.08490705367769513
-0.024502375474788753     -0.04727943217428155     0.0557014581586619       8.961224994266299E11     -0.3283148787590883      -1.4415460953417034      0.09356664534166069
-0.024320218469899176     -0.05327342644951675     0.05601745181372449      9.27380834600687E11      -0.07447662494677025     -1.4480508832523835      -0.00987031819357432
-0.02502584960203856      -0.0507562411603261      0.05479118252082262      9.290801221585315E11     -0.17749711933839096     -1.4309477113027902      0.03276583223685243
-0.025547927964893847     -0.054233050146370664    0.05388008029294508      9.447620569561321E11     -0.03116852989126604     -1.419042159916103       -0.025925633767946467
-0.019741982426393367     -0.04546470473413347     0.06383376331687665      5.330574789404302E11     -0.4736014353748241      -1.522537054842616       0.14886625714596435
-0.021341166036255348     -0.044759551032718       0.06113056404660931      6.147023647087253E11     -0.48274292680658726     -1.5006397127766133      0.1567973081279305
-0.01974198242639003      -0.04153451618973893     0.06383376331687332      3.823234025265405E11     -0.6524934693819783      -1.5192373485680917      0.2408354383775223
-0.02134116603625469      -0.04082936248832346     0.061130564046607425     4.568393737282678E11     -0.6514301881669133      -1.4965525308343746      0.248407760591971
-0.019741982426386702     -0.0376043276453444      0.06383376331687         3.048915385226351E11     -0.82008475545781        -1.5150429430436174      0.34405013191616085
-0.022927963719055377     -0.044054397331302515    0.058419795660538065     6.398214656985305E11     -0.48750689593400603     -1.4720535816004032      0.1649132650671376
-0.03402589848881872      -0.06632962429826178     0.03860622638981785      4.572589669324046E11     0.31384736834651855      -1.1710084689810005      -0.21561561747645666
-0.032200314321971416     -0.06631406738501108     0.041974364551011244     4.8504608872575525E11    0.3404009047328661       -1.2279186087483587      -0.21919707259112506
-0.03329710056009055      -0.06320158445529642     0.03995627316511136      6.415138746708904E11     0.23953901987984455      -1.195008587108777       -0.1579766826659153
-0.0314640676310715       -0.06321160539559595     0.04332001691669889      6.814844723111064E11     0.26020205696820137      -1.2515178718122073      -0.16117016113510535
-0.030356112094299722     -0.06634966617886082     0.045331569076676945     5.2010365992919104E11    0.3710948283564546       -1.2831830818254315      -0.22468163882173942
-0.029612416641228056     -0.06327278204299593     0.046672827032758706     7.187325293586747E11     0.2850054812937991       -1.3063814898253516      -0.16626675072024139
-0.032565264274899766     -0.060073544612331053    0.041304659889689094     7.650811542581458E11     0.15627689384118212      -1.2185195954204453      -0.10581281021682848
-0.030724782583708976     -0.06010914340618083     0.04466400923167074      8.080643779946105E11     0.17104943163154815      -1.2746280250599478      -0.10861831204054018
-0.031830389633246386     -0.0569455047693657      0.04265138656355106      8.807292091005887E11     0.06406099023053126      -1.2415414939160063      -0.059124000129196226
-0.028812440437810467     -0.060363928193863985    0.048107676527896756     8.456680952586606E11     0.19523372091207236      -1.3304291223131774      -0.11711617077477098
-0.028009030743772655     -0.057455074344732036    0.04954053378160201      9.608682193721714E11     0.09428221055583405      -1.3536305263153672      -0.07344801499452633
-0.029929623767069927     -0.05720028955704888     0.04610161214444262      9.264151026493699E11     0.0787455774385823       -1.2988678772268223      -0.06565343081334643
-0.031143366534992507     -0.05375681043139397     0.04390392191010266      8.606604967728525E11     -0.03639335936821903     -1.262307787782912       -0.01209931427953518
