% Model:              Untitled.mph
% Version:            COMSOL 5.5.0.292
% Date:               Jan 3 2022, 13:26
% Dimension:          3
% Nodes:              14314
% Expressions:        1
% Description:        网格
% X                       Y                        Z                        Color
-0.04851473881663425      -0.06529392956856216     0.010108330297943599     0.4128937057177128
-0.04851471689227521      -0.060004938237642705    0.0101083772335468       0.4128937057177128
-0.0484995125449394       -0.06529304059718265     0.007667875182329935     0.4128937057177128
-0.048499512669747995     -0.05999515833337221     0.007667875434681681     0.4129021094926115
-0.0484995125449394       -0.06529304059718265     0.007667875182329935     0.4129021094926115
-0.04851471689227521      -0.060004938237642705    0.0101083772335468       0.4129021094926115
-0.04851471689227521      -0.060004938237642705    0.0101083772335468       0.2751681532377258
-0.048514716892275205     -0.05176132696250277     0.0101083772335468       0.2751681532377258
-0.048499512669747995     -0.05999515833337221     0.007667875434681681     0.2751681532377258
-0.048499512669748        -0.0517216157071306      0.00766787543468168      0.2751681532377258
-0.048499512669748        -0.04344538320562743     0.007667875434681681     0.27603198818038366
-0.048499512669748        -0.0517216157071306      0.00766787543468168      0.27603198818038366
-0.048514716892275205     -0.04351503793495414     0.0101083772335468       0.27603198818038366
-0.048514716892275205     -0.05176132696250277     0.0101083772335468       0.27603198818038366
-0.048499512669738        -0.0381431649117068      0.00766787543467168      0.4173743270874396
-0.048499512669748        -0.04344538320562743     0.007667875434681681     0.4173743270874411
-0.048514716892265206     -0.0382217187334798      0.0101083772335368       0.4173743270874411
-0.048514716892275205     -0.04351503793495414     0.0101083772335468       0.4173743270874426
-0.02194908778754411      -0.0603934520802086      0.060095426615922515     0.6219033303466549
-0.019741982426386702     -0.0660892319746097      0.06383376331687         0.6219033303466549
-0.0197419824263967       -0.05871398038261981     0.06383376331688         0.6219033303466549
-0.02194908778754411      -0.0603934520802086      0.060095426615922515     0.7428976072461182
-0.0197419824263967       -0.05871398038261981     0.06383376331688         0.7428976072461182
-0.022372290844422226     -0.05483098804185345     0.0593723391874749       0.7428976072461182
-0.022372290844422226     -0.05483098804185345     0.0593723391874749       0.7268833723489527
-0.0197419824263967       -0.05871398038261981     0.06383376331688         0.7268833723489527
-0.019741982426396697     -0.04939489327852801     0.06383376331687998      0.7268833723489527
-0.02194908778754411      -0.0603934520802086      0.060095426615922515     0.9042448752259973
-0.023557448480910206     -0.06629558859850092     0.057336417164637214     0.9042448752259973
-0.019741982426386702     -0.0660892319746097      0.06383376331687         0.9042448752259973
-0.023557448480910206     -0.06629558859850092     0.057336417164637214     0.9956060222078441
-0.0260686105633546       -0.0577098591324152      0.05296815147502925      0.9956060222078441
-0.02849329180580365      -0.06643642067981104     0.04867783996681495      0.9956060222078441
-0.02194908778754411      -0.0603934520802086      0.060095426615922515     0.6922961883933543
-0.0260686105633546       -0.0577098591324152      0.05296815147502925      0.6922961883933543
-0.023557448480910206     -0.06629558859850092     0.057336417164637214     0.6922961883933543
-0.022372290844422226     -0.05483098804185345     0.0593723391874749       0.6554675686064223
-0.0260686105633546       -0.0577098591324152      0.05296815147502925      0.6554675686064223
-0.02194908778754411      -0.0603934520802086      0.060095426615922515     0.6554675686064223
-0.022372290844422226     -0.05483098804185345     0.0593723391874749       0.8001747504829941
-0.019741982426396697     -0.04939489327852801     0.06383376331687998      0.8001747504829941
-0.024502375474788753     -0.04727943217428155     0.0557014581586619       0.8001747504829941
-0.022372290844422226     -0.05483098804185345     0.0593723391874749       0.7690387702621078
